Year,Month,Day,Precipitation (mm),Temp (Max),Temp (Min),Humidity
1996,9,2,0,30.5,15.6,44
1996,9,3,0,30.9,14.3,50
1996,9,4,0,22.9,16.8,80
1996,9,5,0.2,27.5,14.2,53
1996,9,6,13.8,24.7,15.8,70
1996,9,7,0,28.7,15.5,58
1996,9,8,0,29.5,12.6,38
1996,9,9,0,30.9,14.8,34
1996,9,10,0,22.2,15.7,74
1996,9,11,0,28.1,12,52
1996,9,12,0.3,29.2,15.8,38
1996,9,13,0,29.1,15.3,49
1996,9,14,0,28.4,15,44
1996,9,15,0,28.2,17.1,43
1996,9,16,0,29.1,13.6,36
1996,9,17,0,31.3,15,31
1996,9,18,0,25.5,16.3,63
1996,9,19,2.5,27.6,14.5,65
1996,9,20,20.2,27.4,14.9,59
1996,9,21,0,30.1,13.7,53
1996,9,22,0,31.1,15.2,54
1996,9,23,0.4,32.4,15.6,37
1996,9,24,0,31.6,17,41
1996,9,25,0,33,17.1,36
1996,9,26,0.2,25.5,19.5,58
1996,9,27,0,31.8,19,38
1996,9,28,0,30.9,18.6,46
1996,9,29,0,31,17.2,42
1996,9,30,0,30.9,17.2,50
1996,10,1,0,30.6,16.8,43
1996,10,2,0,30,19,64
1996,10,3,2.4,25.9,16.5,82
1996,10,4,0,30.7,15.3,56
1996,10,5,0,29.1,16.9,64
1996,10,6,0,30,16.2,73
1996,10,7,6.1,28.2,19,84
1996,10,8,3.6,29.6,15.9,59
1996,10,9,0,29.2,18.9,44
1996,10,10,0,31.7,16.9,41
1996,10,11,0,31.5,17.8,44
1996,10,12,0,31.9,16,46
1996,10,13,3.8,31.1,16.8,73
1996,10,14,15.8,26,17.6,79
1996,10,15,0,26.9,16.9,75
1996,10,16,0,27,15.5,69
1996,10,17,0,27.9,16.8,72
1996,10,18,0,27.3,16.4,66
1996,10,19,0,30.8,16.8,52
1996,10,20,0,31.2,14.8,54
1996,10,21,1.5,29.1,15.6,76
1996,10,22,33,29.9,16.3,56
1996,10,23,0,30,17.6,53
1996,10,24,0,30.1,17.3,54
1996,10,25,0,28.9,16.8,58
1996,10,26,3.9,28.9,15.2,63
1996,10,27,0.6,28.2,19.8,72
1996,10,28,0,26.9,15.5,72
1996,10,29,0.3,27.6,18.5,74
1996,10,30,43,28.1,15.8,86
1996,10,31,2.3,26,16.1,92
1996,11,1,17.1,26.9,17.6,76
1996,11,2,0,25.8,17.7,84
1996,11,3,15.6,27.7,17.3,74
1996,11,4,2.1,26.2,13.9,84
1996,11,5,0,28.2,16.9,91
1996,11,6,44.1,24.2,17.1,81
1996,11,7,0,26.9,17.4,72
1996,11,8,0,27.6,17.1,76
1996,11,9,0,28.6,16.6,66
1996,11,10,0,30.4,14,59
1996,11,11,0,31.2,14.8,54
1996,11,12,0,31.4,15.4,46
1996,11,13,0,30.9,18.6,45
1996,11,14,0,28.1,15.7,74
1996,11,15,10.2,26.7,17,89
1996,11,16,16.1,28.5,18.4,79
1996,11,17,22.6,25.7,18.4,83
1996,11,18,0.9,25.9,18.5,80
1996,11,19,13.1,25.6,18.5,88
1996,11,20,11.2,28.4,18.4,73
1996,11,21,17.6,25.3,17.5,87
1996,11,22,7.9,21.9,18.8,93
1996,11,23,22.3,24.9,17.2,86
1996,11,24,19.4,24.9,17.2,93
1996,11,25,11.6,27.4,14.5,58
1996,11,26,0,29.5,15.6,55
1996,11,27,7.4,25.2,18.3,79
1996,11,28,16.5,20.7,17.3,81
1996,11,29,0.7,20.4,15.8,90
1996,11,30,4.8,18,14.8,92
1996,12,1,7.2,26.2,12.8,81
1996,12,2,4.2,27.7,16.4,68
1996,12,3,0.8,27.4,16.8,73
1996,12,4,0,28.4,16,80
1996,12,5,0,28.8,15.7,65
1996,12,6,1.4,28.1,15.3,83
1996,12,7,21,28.3,14.8,63
1996,12,8,0,28.3,18.3,76
1996,12,9,0,26.9,16.5,70
1996,12,10,24.2,29.6,15.7,59
1996,12,11,2,28.5,18.5,74
1996,12,12,31.3,25.9,17.4,72
1996,12,13,0.2,30.6,16.8,60
1996,12,14,0,28.3,17.2,77
1996,12,15,0,28.9,16.8,69
1996,12,16,1.1,30,18.7,58
1996,12,17,0,30.6,17.3,49
1996,12,18,0,31.3,16.1,54
1996,12,19,0,30.2,19.1,60
1996,12,20,11,27.9,16.9,76
1996,12,21,9,25.7,17,79
1996,12,22,3.6,27,18.6,84
1996,12,23,0,26.3,19,77
1996,12,24,4.2,26.9,18.3,79
1996,12,25,12.9,27.5,17.8,79
1996,12,26,49.1,27,16.7,80
1996,12,27,46.2,26.5,17,83
1996,12,28,51.4,26.1,18.4,79
1996,12,29,0.6,27,18.4,74
1996,12,30,0.6,27.1,19.3,86
1996,12,31,11.6,26.7,18.9,82
1997,1,1,4,24,19,80
1997,1,2,0.6,23.4,19.2,86
1997,1,3,3.1,25.3,18.7,86
1997,1,4,57.4,20.6,17.6,95
1997,1,5,18,26,18.4,84
1997,1,6,7.4,24.9,17.5,89
1997,1,7,6.8,28.4,18.6,73
1997,1,8,14.6,28.9,17.4,84
1997,1,9,20,28.4,17.8,67
1997,1,10,28.4,27.9,16.7,73
1997,1,11,0,28.3,16,79
1997,1,12,2.8,26.6,16.6,81
1997,1,13,19.6,27.6,16.8,74
1997,1,14,0,25.2,18.6,82
1997,1,15,15,28.3,17.6,78
1997,1,16,0.2,24.7,15.7,71
1997,1,17,10.8,26.3,17.4,80
1997,1,18,0,27.2,16.2,83
1997,1,19,68.8,24.9,16.6,84
1997,1,20,0,25.9,17.3,80
1997,1,21,1,24.8,17.6,84
1997,1,22,5.9,25.1,17.4,89
1997,1,23,1.4,25.6,15.4,74
1997,1,24,0,28.1,17.4,73
1997,1,25,15.4,28.3,17.1,67
1997,1,26,16.6,24,17.6,91
1997,1,27,6.4,25.9,18.6,88
1997,1,28,2.4,25.3,17.3,82
1997,1,29,17.8,21.5,17.4,92
1997,1,30,4.9,25.3,17,81
1997,1,31,8.7,27.7,16.2,71
1997,2,1,0,27.1,18.4,75
1997,2,2,5,27.3,16.4,75
1997,2,3,28.2,23.2,16.2,90
1997,2,4,21.6,25.3,19.9,71
1997,2,5,0,27.2,18.5,70
1997,2,6,0,27.9,16,73
1997,2,7,0,27.4,16.2,65
1997,2,8,0,28.5,15,61
1997,2,9,0,27.7,14.8,67
1997,2,10,0,27.8,16.8,63
1997,2,11,0,27.9,15.4,66
1997,2,12,0,28.5,14.6,59
1997,2,13,0.7,28.3,14.6,67
1997,2,14,0,28.6,15.2,62
1997,2,15,0,28.4,16.6,67
1997,2,16,0,27.7,16.6,67
1997,2,17,2.7,26.1,17.4,78
1997,2,18,2.3,25.7,16.9,81
1997,2,19,5,28.9,15,63
1997,2,20,0,28.6,16.6,74
1997,2,21,0,29.5,16.3,66
1997,2,22,0,29.7,19.4,61
1997,2,23,0,30.3,19,59
1997,2,24,0,30.3,16.6,59
1997,2,25,0,27.9,19.7,84
1997,2,26,36.4,28.7,17.6,77
1997,2,27,0,26.9,18.7,76
1997,2,28,2.4,24.2,19.8,87
1997,3,1,0,22.7,18.6,89
1997,3,2,14.2,23.3,17,84
1997,3,3,0.3,22.1,15.4,88
1997,3,4,0,24.8,15.5,95
1997,3,5,4.4,24.9,17.1,88
1997,3,6,29.6,24.5,17.5,82
1997,3,7,5,26.3,16.8,94
1997,3,8,25.8,25.8,17,76
1997,3,9,0,28.3,17.3,73
1997,3,10,16.2,26.8,17.3,75
1997,3,11,0,26.6,16.3,79
1997,3,12,0,27.8,15.8,68
1997,3,13,0,27.9,15.2,66
1997,3,14,11.9,28.3,17.5,73
1997,3,15,7.8,28.4,18.3,82
1997,3,16,4.6,26.2,17.8,82
1997,3,17,12.8,26.4,17.8,81
1997,3,18,5.8,26.6,17.1,84
1997,3,19,33.7,23.4,18.4,89
1997,3,20,10.9,25.3,17.8,91
1997,3,21,50.5,26.4,18.7,89
1997,3,22,13.4,27.7,18.6,78
1997,3,23,0.4,27.6,17.6,75
1997,3,24,3.4,28.4,17.2,70
1997,3,25,0,28.3,16.8,62
1997,3,26,0,26,16.9,76
1997,3,27,0,26.2,16.3,72
1997,3,28,1.8,22.9,17.2,90
1997,3,29,5,23.5,17.5,84
1997,3,30,10.4,18.5,15,96
1997,3,31,36.3,19.9,16.2,93
1997,4,1,9.8,25.7,17.3,85
1997,4,2,0,27.6,17.6,81
1997,4,3,25.3,26.9,16.1,82
1997,4,4,5.5,26.6,16.1,82
1997,4,5,0.4,28.7,15.2,70
1997,4,6,0,28.3,17.8,76
1997,4,7,22,26.4,17.1,83
1997,4,8,0,25.8,17.5,78
1997,4,9,0,25.4,16.1,72
1997,4,10,0,25.5,14.8,69
1997,4,11,0,26.4,14.1,67
1997,4,12,0,27.2,17.8,63
1997,4,13,0,25.7,15.6,79
1997,4,14,0,27.4,17.1,71
1997,4,15,2,24.7,16.2,80
1997,4,16,3.2,21.9,17.3,86
1997,4,17,0,22,15.8,88
1997,4,18,6.4,24.8,16.5,90
1997,4,19,2.8,26.3,16,79
1997,4,20,17.6,27.3,15.4,82
1997,4,21,6.4,24,15.2,82
1997,4,22,18,26.8,14.1,71
1997,4,23,0,26.1,16.3,76
1997,4,24,4.1,26.4,16.2,77
1997,4,25,0,27.1,15.5,69
1997,4,26,0,26,14.8,82
1997,4,27,24.6,27.1,14,73
1997,4,28,0,28.3,16.3,79
1997,4,29,0,26.2,15.6,78
1997,4,30,0,25.4,15.5,80
1997,5,1,0.4,26.1,15.6,80
1997,5,2,0,25.7,16.2,78
1997,5,3,0,25.5,14.2,73
1997,5,4,0,25.7,13,72
1997,5,5,0,25,12.1,67
1997,5,6,0,25,16.4,63
1997,5,7,0,24.7,13.4,62
1997,5,8,0,25.2,11.3,64
1997,5,9,0,25.1,11.2,60
1997,5,10,0,25.9,12.4,60
1997,5,11,0,25.6,12.7,60
1997,5,12,0,26.3,11.8,52
1997,5,13,0,26.2,11.2,64
1997,5,14,0,22.4,13.1,86
1997,5,15,6.7,21.2,12,90
1997,5,16,68.2,17.4,14.2,96
1997,5,17,8.4,23,14.2,82
1997,5,18,0,24.1,12.4,76
1997,5,19,0,23.6,13.6,73
1997,5,20,0,24.6,11.2,67
1997,5,21,0,25.2,14.2,73
1997,5,22,0,26.7,13.8,76
1997,5,23,29.6,25.3,11.2,68
1997,5,24,0,24.9,15.8,73
1997,5,25,0,26,12,70
1997,5,26,0,24.6,13.3,80
1997,5,27,0.9,25,14.4,69
1997,5,28,0,25.9,16,64
1997,5,29,0,26.6,12.2,62
1997,5,30,0,25.4,12.2,68
1997,5,31,0,25.6,11.2,55
1997,6,1,0,24.7,10.2,64
1997,6,2,0,25.2,15.1,66
1997,6,3,0,25.5,16.6,64
1997,6,4,0,26.4,11.6,64
1997,6,5,0,26.8,12.3,62
1997,6,6,8.1,19.5,14.6,87
1997,6,7,1.1,19.3,14.4,82
1997,6,8,2.4,20,11.4,81
1997,6,9,0,22.4,5.7,67
1997,6,10,0,26.3,9.2,63
1997,6,11,0,27.2,14,68
1997,6,12,0,27.5,12.7,71
1997,6,13,0,26.3,12,72
1997,6,14,0,25.8,11.7,74
1997,6,15,5,19.3,14,90
1997,6,16,1.2,24.6,14.8,79
1997,6,17,0,25.7,12.5,75
1997,6,18,3.6,27,14.6,65
1997,6,19,0,26.4,16.2,64
1997,6,20,0,27.1,13,69
1997,6,21,0,26,12.6,64
1997,6,22,0,27.2,10.6,50
1997,6,23,0,26.5,11,58
1997,6,24,0,26.7,9.8,56
1997,6,25,0,26.5,10.6,63
1997,6,26,0,27.2,9.8,63
1997,6,27,0,26.7,11,57
1997,6,28,0,26.5,10.7,57
1997,6,29,0,26.9,10.6,52
1997,6,30,0,26.6,10,54
1997,7,1,0,25.4,9.2,49
1997,7,2,0,27.3,9.9,49
1997,7,3,0,27.4,10.9,51
1997,7,4,0,27.3,12.8,46
1997,7,5,0,25.7,13.2,52
1997,7,6,0,24.1,11.8,63
1997,7,7,0,23.8,13.6,72
1997,7,8,0,24.9,12,60
1997,7,9,0,25.6,11,55
1997,7,10,0,24.3,11.2,55
1997,7,11,0,24.9,11.6,54
1997,7,12,0,25,11.1,52
1997,7,13,0,26.7,9.6,57
1997,7,14,0,27.5,10.7,53
1997,7,15,0,27.7,11.4,52
1997,7,16,0,26.4,12.1,56
1997,7,17,0,24.2,9.6,58
1997,7,18,0,26.5,9.8,56
1997,7,19,0,24.7,10,51
1997,7,20,0,25,12.4,58
1997,7,21,0,26.7,11.6,51
1997,7,22,0,25.8,11.6,48
1997,7,23,0,25.9,12.6,53
1997,7,24,0,24.7,11.1,55
1997,7,25,0,23.7,12.1,64
1997,7,26,0,23.7,11.4,54
1997,7,27,0,22.5,11.6,56
1997,7,28,0,23.5,10.6,50
1997,7,29,0,25.1,14.2,52
1997,7,30,0,27,10.2,51
1997,7,31,0,27.1,10.6,51
1997,8,1,0,28.4,9.7,60
1997,8,2,0,28.7,10.8,38
1997,8,3,0,28.7,10.8,40
1997,8,4,0,29.1,14,38
1997,8,5,0,27.5,14,41
1997,8,6,0,27.4,16.2,57
1997,8,7,0,26.7,13.8,70
1997,8,8,0,27.9,15.1,49
1997,8,9,0,25.9,14.6,66
1997,8,10,0,25.9,10.8,61
1997,8,11,0,27,8.6,56
1997,8,12,0,27.2,11.9,46
1997,8,13,0,27.7,13.2,46
1997,8,14,0,27.6,15.1,43
1997,8,15,0,25.8,9.9,41
1997,8,16,0,25.9,16.6,49
1997,8,17,0,26.9,11.2,45
1997,8,18,0,27.4,13.8,46
1997,8,19,0,27.6,11.2,51
1997,8,20,0,28.5,12.3,38
1997,8,21,0,28.7,11.6,31
1997,8,22,0,29.3,10.6,30
1997,8,23,0,29.8,11.2,26
1997,8,24,0,31.9,11.9,29
1997,8,25,0,30.6,14.1,40
1997,8,26,0,30.1,18.4,32
1997,8,27,0,29.8,14.3,43
1997,8,28,0,28.1,14.1,39
1997,8,29,0,27.3,13.5,41
1997,8,30,0,27.7,13.6,36
1997,8,31,0,27.6,13.8,31
1997,9,1,0,27.7,11.6,27
1997,9,2,0,28.3,10,28
1997,9,3,0,30.3,11,22
1997,9,4,0,31.9,11.6,26
1997,9,5,0,32.7,12.6,26
1997,9,6,0,34.7,15.6,27
1997,9,7,0,32.9,13.2,30
1997,9,8,0,33.3,13,29
1997,9,9,0,33.7,17.8,55
1997,9,10,0,32.2,18.8,61
1997,9,11,12,27.7,17.4,61
1997,9,12,0,32.1,17.1,55
1997,9,13,6.4,31.6,19.2,53
1997,9,14,0,32.7,18.4,45
1997,9,15,0,32.9,15.8,43
1997,9,16,0,31.8,20.7,52
1997,9,17,0,32.5,20,48
1997,9,18,0,32.3,14,52
1997,9,19,12.2,32.1,18.6,69
1997,9,20,0,31.2,16.8,57
1997,9,21,0,26,19.4,77
1997,9,22,2.3,29.1,17.4,59
1997,9,23,0,30.7,17.1,47
1997,9,24,5.7,28.8,17.3,73
1997,9,25,23.8,26.8,17,78
1997,9,26,7.8,29.7,17.7,55
1997,9,27,0,31.2,17.6,52
1997,9,28,0,28,18.9,52
1997,9,29,0,30.2,17.3,51
1997,9,30,0.3,25.3,14.6,79
1997,10,1,0,29.4,17.8,48
1997,10,2,0,32.7,19.2,64
1997,10,3,0,30.1,14.8,60
1997,10,4,0,30.9,17.2,54
1997,10,5,0,30.8,17.6,65
1997,10,6,1.6,30.8,16,49
1997,10,7,0,31.5,19.7,50
1997,10,8,0,31.1,17.9,47
1997,10,9,0,30.2,16.7,51
1997,10,10,0,30,12.8,47
1997,10,11,0,32.3,14.4,37
1997,10,12,0,33.4,14.9,35
1997,10,13,0,34,16,35
1997,10,14,0,33.9,19,47
1997,10,15,0,34,15.6,36
1997,10,16,0,31.6,19.8,65
1997,10,17,0,30.7,16.3,68
1997,10,18,33.4,27.9,17.8,68
1997,10,19,0,27.8,19.4,79
1997,10,20,0,27.4,18.7,74
1997,10,21,0.5,26.6,18.4,84
1997,10,22,4.7,27.1,19.5,80
1997,10,23,0,30.4,17.8,58
1997,10,24,0,28.8,16.3,80
1997,10,25,0.7,31.5,16,70
1997,10,26,0,30,17.2,75
1997,10,27,2.4,31.1,17.2,56
1997,10,28,0,31.1,14.5,59
1997,10,29,0,33,16.6,59
1997,10,30,13.9,29.2,19,68
1997,10,31,0,28.6,16.8,70
1997,11,1,8.8,31,17.8,69
1997,11,2,0,31.2,16.8,56
1997,11,3,0,32.1,15.7,40
1997,11,4,0,33.6,15.8,48
1997,11,5,0,32.7,15.8,37
1997,11,6,0,32.2,15.2,39
1997,11,7,0,33.3,17,64
1997,11,8,0,33,18.4,50
1997,11,9,0,29.8,19.5,65
1997,11,10,2,31.2,19.2,71
1997,11,11,10.1,31,18.3,77
1997,11,12,14.6,30.2,19.1,75
1997,11,13,0.3,27.2,16.7,83
1997,11,14,32.4,27.6,17.7,90
1997,11,15,0,28.3,16.1,89
1997,11,16,22.6,25.9,17.8,81
1997,11,17,1.2,30.3,18.4,64
1997,11,18,31.6,27.5,17,71
1997,11,19,0,28.1,16.6,89
1997,11,20,8.7,28.2,17,80
1997,11,21,0.7,28.3,16,80
1997,11,22,11,29.6,17.6,70
1997,11,23,4.1,28.8,17.6,75
1997,11,24,0.7,29.5,18.5,77
1997,11,25,0,28.4,18.4,83
1997,11,26,6.1,28.4,17.2,77
1997,11,27,1.2,25.2,17.3,91
1997,11,28,12.1,29,18.6,77
1997,11,29,7.9,22.2,19,92
1997,11,30,4,26.5,18.6,80
1997,12,1,0.4,26.8,18.7,76
1997,12,2,0.3,25.7,17.8,84
1997,12,3,0.3,27.8,18.4,83
1997,12,4,8,27.7,17.4,82
1997,12,5,0,25.8,18.4,82
1997,12,6,0.7,29,17.6,84
1997,12,7,0.6,27,19.6,85
1997,12,8,0,26.2,17.8,90
1997,12,9,3.6,30.4,18.7,66
1997,12,10,0,27,17.5,87
1997,12,11,26.2,27,18.6,80
1997,12,12,4.6,26.7,17.8,85
1997,12,13,0.4,27.7,16.6,77
1997,12,14,0,28.7,18.4,75
1997,12,15,10.7,28.7,17.8,88
1997,12,16,4.4,26.9,18.9,84
1997,12,17,17.2,25.8,18.9,87
1997,12,18,0.8,30.3,17.2,94
1997,12,19,11.5,27,16.7,73
1997,12,20,0,29.2,16.8,70
1997,12,21,0,29.4,15.3,69
1997,12,22,3,29.4,17.4,67
1997,12,23,0,30.7,16.4,53
1997,12,24,0,31.6,15.8,53
1997,12,25,0,31.6,16.4,58
1997,12,26,0,29.8,14.6,66
1997,12,27,4.6,27.8,17.7,82
1997,12,28,15.9,28.2,18.4,73
1997,12,29,8,30.3,16.7,75
1997,12,30,0,28.7,15.2,62
1997,12,31,0,29.3,16.7,64
2008,1,1,0,31.4,14.4,49
2008,1,2,0,30.2,11.5,57
2008,1,3,0,29,15.2,62
2008,1,4,0,29.5,13.6,56
2008,1,5,0,30.8,13.9,59
2008,1,6,0,29.5,15,77
2008,1,7,14.6,29.1,15.6,83
2008,1,8,0.3,29.4,15.2,76
2008,1,9,33.9,28.4,14.9,82
2008,1,10,61.4,27.8,15,78
2008,1,11,0,27.4,13.2,86
2008,1,12,17,26.8,13.8,83
2008,1,13,0.6,26.7,13,80
2008,1,14,1.2,27.3,15,70
2008,1,15,0,26.1,15,77
2008,1,16,10,27.8,14.2,80
2008,1,17,58.3,27,14.4,78
2008,1,18,0,29.6,12.4,73
2008,1,19,31.5,27,16.2,80
2008,1,20,12.7,29,14.4,79
2008,1,21,37.8,26.6,15.5,80
2008,1,22,0,27.6,16.2,83
2008,1,23,17.6,25.4,15.1,86
2008,1,24,7.6,25.7,16.2,91
2008,1,25,8.2,27,16,86
2008,1,26,2.2,25.2,16.2,92
2008,1,27,6.6,23.8,15.2,91
2008,1,28,33,25.1,15,89
2008,1,29,14.4,22.4,16.8,88
2008,1,30,3.3,23.4,18,86
2008,1,31,7.5,25.1,15,81
2008,2,1,0,27.5,16.8,79
2008,2,2,3.2,27.4,19.8,87
2008,2,3,8.3,25.5,11.6,84
2008,2,4,4.8,28,16.2,73
2008,2,5,0.2,26.3,15.6,90
2008,2,6,18.6,22.2,13.6,94
2008,2,7,10,23.6,13.4,88
2008,2,8,24.8,27.6,15.4,79
2008,2,9,0,29.4,14.5,66
2008,2,10,0,29.2,12.2,67
2008,2,11,0,30.1,13.9,70
2008,2,12,10.2,29.9,13.6,79
2008,2,13,0,29.7,13,68
2008,2,14,0,29,12.6,74
2008,2,15,0.2,27.2,15.3,75
2008,2,16,0,28.4,12.4,68
2008,2,17,0,27.4,15.6,75
2008,2,18,0,27.1,14,84
2008,2,19,2,26.6,13.8,80
2008,2,20,0,28.4,15.6,81
2008,2,21,58.5,25.8,14.5,81
2008,2,22,1.8,27.2,14.4,84
2008,2,23,22.6,26.6,14,87
2008,2,24,9.8,26.8,13.8,85
2008,2,25,27.6,27.4,14.2,86
2008,2,26,10.3,28,15.3,77
2008,2,27,9.4,27.9,15.3,84
2008,2,28,27.4,27,15,85
2008,2,29,1.9,26.2,16.6,95
2008,3,1,14.8,23,16.2,90
2008,3,2,11.4,26.7,16.4,82
2008,3,3,0,22.8,17.1,91
2008,3,4,20.6,27.2,15.2,76
2008,3,5,0,27.6,14.8,78
2008,3,6,17.6,26,15.3,78
2008,3,7,20.4,25.8,15.2,81
2008,3,8,0,28.5,15.8,80
2008,3,9,5.5,26.7,15,83
2008,3,10,0,26.4,14.6,87
2008,3,11,8.8,26.2,14,85
2008,3,12,3,27.4,14.3,83
2008,3,13,11.4,28.1,15.4,86
2008,3,14,4.3,28,15.3,75
2008,3,15,0,28.5,15.1,78
2008,3,16,55.5,27.2,14.9,82
2008,3,17,0,27.8,13.6,76
2008,3,18,0.6,27.3,14.4,79
2008,3,19,0,27,10.8,77
2008,3,20,0,27.7,12.2,73
2008,3,21,0,27.2,11.8,71
2008,3,22,0,27.8,13.2,74
2008,3,23,0,28.2,13,75
2008,3,24,34.6,27.4,16.2,88
2008,3,25,0.4,26.6,14.8,89
2008,3,26,2.5,27.3,14.9,73
2008,3,27,0.4,25.3,14.4,92
2008,3,28,33.2,28.9,11.3,79
2008,3,29,0,29,12.4,72
2008,3,30,3.4,28.6,12.4,67
2008,3,31,0,27.1,14,71
2008,4,1,0,26.9,12.2,67
2008,4,2,0,26.2,12,76
2008,4,3,0,26.7,15.8,81
2008,4,4,35.4,24.8,15.6,88
2008,4,5,15.3,25.4,14.3,90
2008,4,6,2.3,25.1,14.2,88
2008,4,7,3.2,27.7,16.8,77
2008,4,8,0,28.4,13.3,78
2008,4,9,0,28.2,16.4,71
2008,4,10,0,29.4,13.1,70
2008,4,11,0,29.2,13.2,67
2008,4,12,0,29.4,14.6,80
2008,4,13,32.8,28.5,13.2,80
2008,4,14,0,26.6,13.4,84
2008,4,15,0.2,28,12.9,73
2008,4,16,4.4,27.5,14,82
2008,4,17,0.4,27.2,14.6,79
2008,4,18,0,27,13.8,75
2008,4,19,0,28.8,12.4,68
2008,4,20,7.6,27.2,15.1,83
2008,4,21,37,28.4,13.6,71
2008,4,22,0,28.2,12.2,72
2008,4,23,35.7,24.9,14.4,92
2008,4,24,5,28.3,12,79
